"";"aniyr";"study_areas_id";"sex";"animals_id";"acquisition_time";"forest_density";"corine_land_cover_2012_vector_code";"timex";"datex";"yearx";"mid_or_noon";"doyx";"min";"max";"diff_doy";"prop";"count";"cnt_night";"prop_night";"cnt_day";"prop_day";"TCD_forest_patch_size";"CLC_forest_patch_size";"TCD_open_patch_size";"CLC_open_patch_size";"x";"y";"optional"
"103383";"769_2005";1;"m";769;"2005-06-26 00:01:52+00";98;311;"00:01:52";2005-06-26;2005;"midnight";177;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403379,87864723;2558471,8801285;TRUE
"103384";"769_2005";1;"m";769;"2005-06-28 00:02:46+00";97;311;"00:02:46";2005-06-28;2005;"midnight";179;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403554,96078987;2558171,57804594;TRUE
"103385";"769_2005";1;"m";769;"2005-06-28 12:01:23+00";90;311;"12:01:23";2005-06-28;2005;"noon";179;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403253,18515675;2558568,23281097;TRUE
"103386";"769_2005";1;"m";769;"2005-06-29 12:02:32+00";88;311;"12:02:32";2005-06-29;2005;"noon";180;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403620,04384188;2558468,46119738;TRUE
"103387";"769_2005";1;"m";769;"2005-06-30 00:01:47+00";95;311;"00:01:47";2005-06-30;2005;"midnight";181;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403435,83890099;2558259,66338541;TRUE
"103388";"769_2005";1;"m";769;"2005-06-30 12:02:53+00";88;311;"12:02:53";2005-06-30;2005;"noon";181;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403553,88711035;2558595,44493319;TRUE
"103389";"769_2005";1;"m";769;"2005-07-01 00:02:21+00";87;311;"00:02:21";2005-07-01;2005;"midnight";182;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403065,72438224;2558748,40679656;TRUE
"103390";"769_2005";1;"m";769;"2005-07-02 12:02:53+00";97;311;"12:02:53";2005-07-02;2005;"noon";183;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403523,75381085;2558391,25466931;TRUE
"103391";"769_2005";1;"m";769;"2005-07-03 00:01:24+00";86;311;"00:01:24";2005-07-03;2005;"midnight";184;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403573,9872148;2558264,86386079;TRUE
"103392";"769_2005";1;"m";769;"2005-07-03 12:02:12+00";87;311;"12:02:12";2005-07-03;2005;"noon";184;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403276,43027371;2558422,71124597;TRUE
"103393";"769_2005";1;"m";769;"2005-07-05 12:00:48+00";91;311;"12:00:48";2005-07-05;2005;"noon";186;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403470,84016424;2558339,25410777;TRUE
"103394";"769_2005";1;"m";769;"2005-07-06 12:02:24+00";89;311;"12:02:24";2005-07-06;2005;"noon";187;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403548,81739532;2558610,17301885;TRUE
"103395";"769_2005";1;"m";769;"2005-07-07 00:02:48+00";97;311;"00:02:48";2005-07-07;2005;"midnight";188;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403257,73055702;2558474,4187856;TRUE
"103396";"769_2005";1;"m";769;"2005-07-08 00:01:50+00";88;313;"00:01:50";2005-07-08;2005;"midnight";189;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403500,55885624;2558121,88765745;TRUE
"103397";"769_2005";1;"m";769;"2005-07-08 12:01:49+00";95;311;"12:01:49";2005-07-08;2005;"noon";189;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403258,26152225;2558372,61962786;TRUE
"103398";"769_2005";1;"m";769;"2005-07-09 00:01:12+00";95;311;"00:01:12";2005-07-09;2005;"midnight";190;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403454,7391375;2558340,30028406;TRUE
"103399";"769_2005";1;"m";769;"2005-07-10 00:00:53+00";87;313;"00:00:53";2005-07-10;2005;"midnight";191;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403501,07574315;2558105,14010753;TRUE
"103400";"769_2005";1;"m";769;"2005-07-10 12:02:23+00";85;311;"12:02:23";2005-07-10;2005;"noon";191;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403262,28552311;2558374,84230178;TRUE
"103401";"769_2005";1;"m";769;"2005-07-11 00:02:57+00";91;311;"00:02:57";2005-07-11;2005;"midnight";192;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403242,65208058;2558339,55279751;TRUE
"103402";"769_2005";1;"m";769;"2005-07-11 12:02:50+00";89;311;"12:02:50";2005-07-11;2005;"noon";192;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403539,20021643;2558580,94420721;TRUE
"103403";"769_2005";1;"m";769;"2005-07-12 00:01:53+00";91;311;"00:01:53";2005-07-12;2005;"midnight";193;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403466,72076313;2558328,22495197;TRUE
"103404";"769_2005";1;"m";769;"2005-07-13 12:02:46+00";94;311;"12:02:46";2005-07-13;2005;"noon";194;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403295,44985756;2558571,94600763;TRUE
"103405";"769_2005";1;"m";769;"2005-07-14 00:00:54+00";86;311;"00:00:54";2005-07-14;2005;"midnight";195;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403562,8161948;2558274,24137912;TRUE
"103406";"769_2005";1;"m";769;"2005-07-15 00:03:05+00";97;311;"00:03:05";2005-07-15;2005;"midnight";196;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403265,71367335;2559086,48492979;TRUE
"103407";"769_2005";1;"m";769;"2005-07-15 11:31:06+00";97;311;"11:31:06";2005-07-15;2005;"noon";196;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403251,35402727;2558664,41739014;TRUE
"103408";"769_2005";1;"m";769;"2005-07-15 23:00:34+00";86;311;"23:00:34";2005-07-16;2005;"midnight";196;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403542,15400219;2558241,83406796;TRUE
"103409";"769_2005";1;"m";769;"2005-07-16 12:01:55+00";95;311;"12:01:55";2005-07-16;2005;"noon";197;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403684,43913674;2558365,0254173;TRUE
"103410";"769_2005";1;"m";769;"2005-07-17 12:01:46+00";86;311;"12:01:46";2005-07-17;2005;"noon";198;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403208,83101006;2558576,94805965;TRUE
"103411";"769_2005";1;"m";769;"2005-07-18 00:01:52+00";97;311;"00:01:52";2005-07-18;2005;"midnight";199;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403284,38162241;2558859,53190419;TRUE
"103412";"769_2005";1;"m";769;"2005-07-18 12:01:28+00";97;311;"12:01:28";2005-07-18;2005;"noon";199;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403242,97260836;2558415,41554059;TRUE
"103413";"769_2005";1;"m";769;"2005-07-19 12:02:39+00";92;311;"12:02:39";2005-07-19;2005;"noon";200;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403262,47459253;2558574,6612067;TRUE
"103414";"769_2005";1;"m";769;"2005-07-20 12:01:51+00";88;311;"12:01:51";2005-07-20;2005;"noon";201;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403550,47344391;2558590,49937128;TRUE
"103415";"769_2005";1;"m";769;"2005-07-21 12:01:40+00";90;311;"12:01:40";2005-07-21;2005;"noon";202;121;304;183;0,646739130434783;238;122;0,66304347826087;116;0,630434782608696;999600;905600;NA;NA;4403283,30282116;2558503,16457585;TRUE
